 1.000000 	 39926415
 1.500000 	 58506385
 2.000000 	 86958115
 2.100000 	 107399415
 2.120000 	 103044412
 2.140000 	 125258622
 2.160000 	 135230385
 2.180000 	 87395810
 2.200000 	 120608802
 2.220000 	 93923181
 2.240000 	 70050576
 2.260000 	 59537578
 2.280000 	 59634567
 2.300000 	 46622260
 2.320000 	 33530493
 2.340000 	 28757339
 2.360000 	 26659296
 2.380000 	 21722703
 2.500000 	 14047378
 3.000000 	 3689388
 3.500000 	 2331382
 4.000000 	 1572036
 4.500000 	 1474164
 5.000000 	 1137317
 5.500000 	 983167
 6.000000 	 845358
 6.500000 	 818482
