 # t-STEP 	 e 	 m
 3191821 	 -1.314784 	 -0.681840 	 -1.306624 	 0.676248 	 -1.053024 	 -0.006392
 3511004 	 -1.297248 	 -0.666216 	 -1.293680 	 0.662232 	 -1.057344 	 -0.006464
 3862105 	 -1.279472 	 -0.648512 	 -1.278784 	 0.645488 	 -1.062672 	 -0.004840
 4248316 	 -1.264224 	 -0.631392 	 -1.263856 	 0.629344 	 -1.069024 	 -0.006696
 4673148 	 -1.255552 	 -0.613248 	 -1.256368 	 0.616224 	 -1.076752 	 -0.006112
 5140463 	 -1.238240 	 -0.595896 	 -1.249520 	 0.602816 	 -1.080528 	 -0.006680
 5654510 	 -1.233808 	 -0.582792 	 -1.236880 	 0.587800 	 -1.089952 	 -0.006088
 6219962 	 -1.220912 	 -0.566136 	 -1.228112 	 0.570480 	 -1.083088 	 -0.005728
 6841959 	 -1.218448 	 -0.551632 	 -1.211792 	 0.550472 	 -1.081824 	 -0.008032
 7526155 	 -1.207712 	 -0.539464 	 -1.208656 	 0.536944 	 -1.083264 	 -0.006936
 8278771 	 -1.197920 	 -0.518248 	 -1.195200 	 0.516176 	 -1.097104 	 -0.014352
 9106649 	 -1.190800 	 -0.504144 	 -1.194432 	 0.502840 	 -1.096640 	 -0.011056
 10017314 	 -1.190736 	 -0.491776 	 -1.185216 	 0.485960 	 -1.096304 	 -0.013080
 11019046 	 -1.175056 	 -0.473672 	 -1.178128 	 0.467376 	 -1.103040 	 -0.011712
 12120951 	 -1.174560 	 -0.446448 	 -1.170224 	 0.449856 	 -1.101792 	 -0.012792
 13333047 	 -1.161280 	 -0.425744 	 -1.171920 	 0.425896 	 -1.100304 	 -0.018408
 14666352 	 -1.159472 	 -0.402672 	 -1.161296 	 0.408696 	 -1.100848 	 -0.011904
 16132988 	 -1.155280 	 -0.390592 	 -1.161984 	 0.388648 	 -1.095536 	 -0.021872
 17746287 	 -1.150128 	 -0.364544 	 -1.145456 	 0.366664 	 -1.100784 	 -0.026896
 19520916 	 -1.144352 	 -0.340408 	 -1.138448 	 0.337408 	 -1.105056 	 -0.006088
 21473008 	 -1.136832 	 -0.309384 	 -1.141584 	 0.317392 	 -1.107744 	 -0.011136
 23620309 	 -1.128320 	 -0.272072 	 -1.137520 	 0.289496 	 -1.106912 	 -0.012440
 25982340 	 -1.115152 	 -0.252632 	 -1.119760 	 0.256896 	 -1.099104 	 -0.001920
 28580575 	 -1.123344 	 -0.227744 	 -1.117104 	 0.228256 	 -1.101200 	 -0.010616
 31438633 	 -1.117536 	 -0.200240 	 -1.118000 	 0.195584 	 -1.113840 	 -0.015712
 34582497 	 -1.120400 	 -0.170272 	 -1.115552 	 0.180584 	 -1.102768 	 -0.013048
 38040747 	 -1.114768 	 -0.158088 	 -1.100848 	 0.149544 	 -1.113712 	 -0.004704
 41844822 	 -1.114352 	 -0.137928 	 -1.107872 	 0.129096 	 -1.109264 	 -0.009208
 46029305 	 -1.103456 	 -0.117560 	 -1.111728 	 0.107400 	 -1.103664 	 -0.009312
 50632236 	 -1.105376 	 -0.099712 	 -1.115728 	 0.103104 	 -1.102272 	 0.007288
 55695460 	 -1.111072 	 -0.081656 	 -1.106064 	 0.078392 	 -1.105184 	 0.006840
 61265007 	 -1.112800 	 -0.064504 	 -1.111744 	 0.064192 	 -1.097680 	 0.007632
 67391508 	 -1.108352 	 -0.048000 	 -1.112336 	 0.062568 	 -1.104160 	 -0.014768
 74130659 	 -1.111280 	 -0.045272 	 -1.100432 	 0.029760 	 -1.106816 	 -0.003560
 81543725 	 -1.102176 	 -0.014880 	 -1.106128 	 0.023136 	 -1.103408 	 -0.021776
 89698098 	 -1.101472 	 -0.023784 	 -1.106304 	 0.039440 	 -1.106112 	 -0.010176
 98667908 	 -1.101888 	 -0.009088 	 -1.105360 	 0.036672 	 -1.101776 	 -0.007536
 108534699 	 -1.106288 	 -0.011536 	 -1.106544 	 0.047976 	 -1.107696 	 -0.029192
 119388169 	 -1.107568 	 0.000816 	 -1.110208 	 0.043000 	 -1.113328 	 -0.039456
 131326986 	 -1.108176 	 -0.008624 	 -1.102416 	 0.018736 	 -1.105520 	 -0.011880
 144459685 	 -1.107424 	 -0.023520 	 -1.104912 	 0.019848 	 -1.100480 	 -0.011256
 158905654 	 -1.107312 	 -0.018384 	 -1.105712 	 0.002888 	 -1.099904 	 -0.012704
 174796220 	 -1.115760 	 0.000144 	 -1.103600 	 0.005536 	 -1.099824 	 -0.000696
 192275843 	 -1.105648 	 -0.006344 	 -1.113344 	 -0.000584 	 -1.110688 	 -0.006072
 211503428 	 -1.103648 	 -0.006720 	 -1.109808 	 -0.039048 	 -1.105344 	 0.014024
 232653771 	 -1.105808 	 0.027200 	 -1.110208 	 -0.005816 	 -1.102400 	 0.005440
 255919149 	 -1.106688 	 0.018448 	 -1.105632 	 0.007280 	 -1.098736 	 0.004608
 281511064 	 -1.107904 	 0.023208 	 -1.104352 	 0.020536 	 -1.111136 	 0.008064
 309662171 	 -1.109600 	 0.022744 	 -1.106608 	 0.024064 	 -1.106976 	 0.005096
 340628389 	 -1.107168 	 -0.016368 	 -1.116816 	 0.009216 	 -1.109344 	 -0.014288
 374691228 	 -1.109136 	 0.022992 	 -1.109280 	 0.011224 	 -1.109856 	 0.015512
 412160351 	 -1.103296 	 0.006824 	 -1.103392 	 -0.000576 	 -1.109616 	 0.019840
 453376387 	 -1.106768 	 0.007952 	 -1.110144 	 0.021072 	 -1.097568 	 0.003040
 498714026 	 -1.106032 	 -0.014432 	 -1.103712 	 -0.000576 	 -1.105360 	 -0.007400
 548585429 	 -1.103632 	 -0.011104 	 -1.110752 	 -0.005312 	 -1.105888 	 0.004048
 603443972 	 -1.101520 	 0.002224 	 -1.106128 	 0.010352 	 -1.108368 	 0.004456
 663788370 	 -1.108768 	 -0.006136 	 -1.107600 	 0.006376 	 -1.103264 	 -0.009992
 730167208 	 -1.111584 	 0.006480 	 -1.101808 	 0.037528 	 -1.104720 	 -0.018784
 803183929 	 -1.107232 	 0.016312 	 -1.098816 	 0.022464 	 -1.111312 	 0.008632
 883502322 	 -1.099408 	 0.031152 	 -1.102400 	 0.008744 	 -1.109904 	 0.005904
 971852555 	 -1.108032 	 0.004824 	 -1.100320 	 0.014568 	 -1.099808 	 0.004104
