 1.000000 	 1000000001
 1.500000 	 1000000001
 2.000000 	 1000000001
 2.100000 	 205995137
 2.120000 	 62784240
 2.140000 	 32481107
 2.160000 	 8892001
 2.180000 	 26002614
 2.200000 	 6693798
 2.220000 	 5269148
 2.240000 	 5102027
 2.260000 	 3946602
 2.280000 	 847582
 2.300000 	 1076218
 2.320000 	 145718
 2.340000 	 1319882
 2.360000 	 482105
 2.380000 	 224107
 2.500000 	 139408
 3.000000 	 10452
 3.500000 	 6741
 4.000000 	 20711
 4.500000 	 11901
 5.000000 	 3171
 5.500000 	 4019
 6.000000 	 2483
 6.500000 	 3615
