 1.000000 	 1000000001
 1.500000 	 1000000001
 2.000000 	 1000000001
 2.100000 	 1000000001
 2.120000 	 1000000001
 2.140000 	 1000000001
 2.160000 	 1000000001
 2.180000 	 715976646
 2.200000 	 1000000001
 2.220000 	 318358133
 2.240000 	 47175977
 2.260000 	 83737581
 2.280000 	 26874634
 2.300000 	 16642710
 2.320000 	 43464324
 2.340000 	 8704403
 2.360000 	 3291257
 2.380000 	 2177523
 2.500000 	 772304
 3.000000 	 308664
 3.500000 	 35858
 4.000000 	 30122
 4.500000 	 31722
 5.000000 	 13049
 5.500000 	 13776
 6.000000 	 36598
 6.500000 	 16644
