 1.000000 	 1000000001
 1.500000 	 1000000001
 2.000000 	 1000000001
 2.100000 	 1000000001
 2.120000 	 1000000001
 2.140000 	 1000000001
 2.160000 	 1000000001
 2.180000 	 1000000001
 2.200000 	 1000000001
 2.220000 	 1000000001
 2.240000 	 1000000001
 2.260000 	 503430591
 2.280000 	 288328714
 2.300000 	 119612768
 2.320000 	 18855609
 2.340000 	 17948007
 2.360000 	 9100228
 2.380000 	 36335740
 2.500000 	 2048478
 3.000000 	 266063
 3.500000 	 223921
 4.000000 	 201397
 4.500000 	 70226
 5.000000 	 134429
 5.500000 	 108332
 6.000000 	 47684
 6.500000 	 145832
