 1.000000 	 440752
 1.500000 	 349305
 2.000000 	 320628
 2.100000 	 169228
 2.120000 	 283736
 2.140000 	 305712
 2.160000 	 221938
 2.180000 	 319717
 2.200000 	 127416
 2.220000 	 126051
 2.240000 	 127016
 2.260000 	 93468
 2.280000 	 102931
 2.300000 	 207563
 2.320000 	 176153
 2.340000 	 100038
 2.360000 	 100718
 2.380000 	 101288
 2.500000 	 82819
 3.000000 	 29871
 3.500000 	 15168
 4.000000 	 18501
 4.500000 	 16538
 5.000000 	 11600
 5.500000 	 10620
 6.000000 	 6961
 6.500000 	 5319
